review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R3P5NX99S0C33N,5,27,29,N,
R1LYU1FQUWWTON,1,51,67,N,
R39PDAN5P0CL5R,4,18,20,N,
R2OMQ9W8KEAM17,3,33,43,N,
R3QNLZMBCB3F77,1,27,33,N,
R2W0HFHIUR0FSM,5,46,49,N,
RV8WMTKNUD652,1,49,51,N,
R1EIHXFMQWE8NP,1,16,20,N,
R24VLHJ6H5X5HF,5,51,56,N,
R1XFRLAXGEDST,5,54,66,N,
R2YDMVB3GWFW35,4,50,60,N,
R25U5QX6Q0M8PI,3,33,37,N,
R37L5FS6FGY8TZ,5,19,24,N,
R1O5WMIA1Q9H90,5,37,47,N,
R3ARJL5PEE2ERK,5,56,60,N,
R2UW0J6GL5RGKU,2,35,40,N,
R1GHQI03SFHX97,4,13,20,N,
R6UOT2EJ0Y9CO,5,19,21,N,
R2QNXQ49PAN270,3,19,22,N,
R2Z4JJW71LSEBB,2,23,23,N,
R3L3SXPPDGH9H9,5,17,20,N,
R1L6SNA68S5TQB,1,20,26,N,
RMMRHK8K0F8XI,5,19,21,N,
R2ZPDRRYZF8TB1,3,29,34,N,
R1VMU67A735658,5,20,20,N,
R1WWXPFBYH9BOP,5,29,30,N,
R24QAPFPGV8B7R,5,52,63,N,
R2AA8Q4V5AKG68,5,19,21,N,
R1HI8RJ0I61V84,5,102,107,N,
R1AOU3Z72VFTVR,5,20,22,N,
R2KT60KLVSL14J,4,395,410,N,
R2CRUVTEH3Q6MU,1,18,23,N,
R1JT7KVB591DFD,4,32,36,N,
R1MSW45XG5CNB8,4,27,30,N,
R1TUSLB6EC0WU0,5,46,59,N,
R2YCLGJKJUZGAM,3,22,25,N,
R5G1CBSM22RDH,4,32,38,N,
R149BMTJ3WN93C,5,44,57,N,
R38ZNQEOP6Z2L8,5,78,108,N,
R1AXW7LPIRH4S2,4,29,30,N,
RNY0TBATRJR9V,5,109,114,N,
R3PHGERLC5P8AX,4,32,32,N,
R15HMVOMEG9ZAP,1,30,38,N,
R5B0CNE01DZJB,1,37,45,N,
R2WMRJJ75ACQ18,5,33,34,N,
RK01A4QJ42BKV,5,88,141,N,
R1FTCM5BBSHCQ7,5,82,84,N,
R169V8DK5ZJF0A,4,24,28,N,
R257CU316QC62V,1,12,20,N,
RYMLEMF3ZPU5D,5,36,39,N,
RG4PMIKN97OCB,3,16,21,N,
RBDC72QLL4J9K,5,31,36,N,
ROBENGSPEI1UL,5,124,127,N,
R2MJFEORFO9D06,5,292,312,N,
R2MPZMX1CQATV6,5,21,21,N,
R86KS9SB5LKB8,1,145,147,N,
R1DO0ZZ9D1H107,5,148,160,N,
R28XRGM5DND6MR,5,23,30,N,
R3DQRO4BHGAH6K,2,21,24,N,
R2LPVESZXWM36Z,5,15,22,N,
R1X7RNLWC1E3YB,1,51,55,N,
R1GBWLUD2IWU1Z,2,39,40,N,
R1YB7E3I7A4K40,4,129,138,N,
R15OKQZ8VSL3Q7,1,16,20,N,
RKPECRCYMIOGE,2,42,48,N,
R32GQZPGMVOWZN,5,97,103,N,
RLMHCD6953KFP,5,20,22,N,
R1NMAR2PK2ZGF9,2,18,21,N,
R14M8L5W965N9F,5,47,48,N,
R3VYN3EXHPAKVQ,5,351,359,N,
R3JQ209VRAE6U1,4,80,84,N,
R321SQS1FPBUHL,5,18,21,N,
R1KXGQUHKJBQJL,1,14,20,N,
R1UQOGFNZ6IMYA,1,30,34,N,
R60XR8TME5QXJ,5,89,102,N,
R33NGLJ9OWWXWW,5,228,251,N,
RIFARB6WY50EX,3,30,32,N,
R1F819LFP0517U,1,21,25,N,
R26SP5WSG76VD9,5,22,22,N,
R3MQ241WKLIDRS,3,80,92,N,
R1EAO26ICA5LWF,5,22,27,N,
R3FLWJ9UAEXJH,1,20,23,N,
R2PO29XCVK8T1F,1,20,24,N,
R2ZWSXJYW8L671,4,20,20,N,
R1VGQ7YTGV4B3H,5,49,54,N,
R21O49WBNCBT78,3,71,73,N,
R1SL1QCXLPJJ8N,5,49,63,N,
R2V1ZBFVW2F24K,5,21,22,N,
RDBQMU9904T5M,1,22,28,N,
RCLHBEC8HIRLY,5,60,62,N,
R4LC7XUHNODF4,5,17,24,N,
R3UHZDBO3ZE3MD,4,31,34,N,
RQWU6FVYKY3CO,3,19,21,N,
R231Q5GCC2DFKV,2,30,34,N,
R3JZ3G8Q6SIJB3,1,81,93,N,
RF6CTVOCDMVH5,1,27,27,N,
R2BE47ZPUG5UTO,1,15,22,N,
R21HDC7HX92EZZ,3,47,59,N,
R3T0X14WNEJC8W,5,16,21,N,
R2129JTGIUU602,1,23,24,N,
R34A576Y6MJWF,5,133,150,N,
R2R4DKH66MS0PC,3,20,24,N,
R30BPV1SQMJ9MC,5,35,37,N,
RXWRH347C52YB,5,53,54,N,
RPY2BWRLPFGFG,1,20,22,N,
R2A57MYEDQF1T1,5,13,20,N,
R2HTUPB9JP0QOZ,5,18,24,N,
R2NSXG4K81FI79,4,31,36,N,
RA3R4VQFZ2UN0,5,55,59,N,
R25YBATLNWI6PH,5,135,151,N,
R1K49OP7J77HJA,5,51,51,N,
R66VHI67WEA69,1,50,69,N,
R36P06OIRLNKGX,3,32,34,N,
R1TI7NMV1SGWXD,5,22,26,N,
R20DHVTGF7EUIW,5,18,21,N,
R2S5ZNH5OMIVSI,5,22,24,N,
R3KLDUOWPBH45B,3,57,71,N,
RQ9SHQ5KL7SKZ,4,18,24,N,
R3EBMMLOCA5UMZ,2,60,65,N,
R3QBGEYC1WDE79,5,18,20,N,
R16MGHV44KZP03,5,957,993,N,
RZ8XBG58M400D,5,15,22,N,
R14H9QQTONANUQ,3,125,137,N,
RN681RIW17981,1,36,46,N,
R1OSCEF9MMB9PR,4,21,22,N,
R2YQ28PH224QS0,1,122,139,N,
R1LFFVKJZ2RCR0,5,48,56,N,
REC7ZTQJIU62G,3,45,53,N,
R2EWT1VCX8HJIB,5,35,36,N,
R3OVKOJFM1RXF7,5,39,43,N,
R33KD69XTN14E1,5,143,149,N,
R2Y0JJV2E8POT7,5,84,88,N,
R17XE7AYQLS6RZ,5,54,58,N,
R391G6YNGRHY,5,80,85,N,
RHTG6CHX9RY5M,3,49,68,N,
R2QXIYPW7GH0I7,5,27,30,N,
R1W96H0AAQDZ9R,5,34,38,N,
R1DSU9FNYTY6TR,1,23,31,N,
R6JK5ZYQKEXF5,5,47,50,N,
R1DD8UIAJV4YSN,5,112,116,N,
R15QT6NIAO4OHY,3,22,26,N,
R2HJZLBKYTABYQ,5,88,89,N,
R2C3Q3N4ZOHUL9,4,58,58,N,
R2RYPB6L17HD7W,1,23,29,N,
R13182YOERCAAP,5,23,25,N,
R1F8H7PB9ATN2K,5,26,32,N,
R1VTBQGTL5N53P,1,18,22,N,
R3C3KQNA8DW7U7,3,37,43,N,
R3SWPOYYRZRNR,4,27,28,N,
R1R9LJO730BI6W,2,15,20,N,
R16VCYNEUJGEHV,1,29,32,N,
R367IT1H05H529,5,24,24,N,
R2DIVGMJ6L2BWQ,3,61,67,N,
RXRK5809XJNNW,5,39,42,N,
R2RYKRUSRG90Y8,5,20,22,N,
R3JAT55ABRXKSB,5,19,21,N,
R1PPG2MPO3R8LD,5,19,24,N,
R3F035VYWRI9I7,5,22,22,N,
RVFTXG1TVY2VS,4,100,104,N,
RGAWVDIKVCKD,3,52,58,N,
R3DHZ013QHYP6K,5,131,136,N,
R3FTW717MUX2N0,1,17,25,N,
RCTJ7I5APJ1P3,1,18,20,N,
R3GPSGCKAQV92F,4,17,23,N,
RI8NW3TJY8UF5,2,19,24,N,
R3KVKZBH0ETKZH,5,94,95,N,
R3L96MTAC6H627,1,37,42,N,
RSHPGX344Y79F,5,43,51,N,
R2QFCXA1070K2P,1,40,55,N,
R1AWTU8TQFXPAA,4,42,57,N,
R3CSZ6D08PKWJL,3,43,46,N,
R1GEIU4B4I5VWU,4,19,20,N,
R1A13ERJTLDHM2,1,105,114,N,
R2HCS1131HMRXH,1,23,30,N,
R3W4VMC9XZANGA,1,32,43,N,
R2D1774PBB16JP,3,295,320,N,
R15Q7ANQDFDW3W,3,63,69,N,
R1LJSIEE0V402F,4,27,29,N,
RWQKXNED6U6TD,4,32,32,N,
R316B97GGJX5HS,5,62,69,N,
R255PPIY8S9IRM,1,23,23,N,
R2FKJGJ5B2TC9R,5,20,22,N,
R1SROJR2EOU5B5,1,19,24,N,
R3I9X1JVTC2XYS,5,29,32,N,
R2COORY8HSEQ0F,1,28,34,N,
R900K7P5TCNZN,1,24,30,N,
R2ZH5BI8R5DEXJ,5,40,46,N,
R3MB89KHFAO5YJ,4,34,40,N,
R2ZV1Z58JYAHFF,1,22,25,N,
R2FTJZ8R0JOVL3,5,40,41,N,
R1NEMTYZ4NJGPJ,5,52,53,N,
R16IKZUGO7RK16,1,27,32,N,
R1ZMADRWUBBT84,2,55,67,N,
R3N9JHOY4TKBI8,1,22,27,N,
R14IGUO7LOBA38,5,45,50,N,
R1LX0C0CWCX2G7,5,48,51,N,
R22W8XX83KXYFF,5,24,24,N,
R3PGCI5R8LCSRK,5,54,59,N,
R3HT2DCTD9ZOVH,5,29,30,N,
R1778CF1KI1MMV,3,67,78,N,
R1F871LTYQCQZS,2,24,32,N,
RGEU01J8BDOHH,5,16,21,N,
R1DMCDLSVTSBYY,3,151,175,N,
R2QOVULQV4ELMP,4,26,26,N,
RHPQFHYRQOO2G,5,51,53,N,
R318PNV9US1TC4,5,16,20,N,
R16JRE87HKF8P,3,67,69,N,
R2R2TSI6UI4VB6,1,15,23,N,
R12ACCLVLRZ9I9,5,23,27,N,
R1KDYDCR8JIA7J,5,38,39,N,
R1S9ZAOQA6UPEV,4,127,138,N,
R2B5O5Z3B8QHDP,5,20,22,N,
R2RU2HXM9B0D0U,5,19,26,N,
R2KUJGABTYOUAF,4,37,38,N,
R1X4Z3RZ8M189E,5,319,328,N,
R3BFU91F9ZVI88,5,52,59,N,
R33BU74WEFF6R0,1,24,27,N,
RZ0B86469YEOC,5,13,21,N,
R18SJL2J5BHU0U,5,92,94,N,
RETU9QJBTOJ3H,3,25,35,N,
R1UW56UH5BKGV6,3,22,23,N,
R3B7CQ3NKPIYOH,4,13,22,N,
RQ4RJIX5FWAKD,5,222,230,N,
R2ZI1HQUUBZT20,5,30,32,N,
RTK6XTKDWDY43,5,59,62,N,
R1TM6Z6AI4W3MC,5,18,20,N,
RHU8UFA5Y3AOT,1,24,25,N,
RBTLSM5WMXGRR,4,51,56,N,
R28FF1ORSWS3KA,1,23,29,N,
R2VHUFJUB3PWTI,5,20,22,N,
R3SA8QZ60E9WNW,5,31,39,N,
RRYTBXFSQGLNR,3,105,122,N,
R7RK84F1IU4J3,5,91,97,N,
R26UEUMMK30UYO,5,34,42,N,
RGN302Q4SRKO4,5,22,23,N,
R11BPLOBIZC8JP,1,72,88,N,
R22MCY2UVSGQ5Q,3,695,715,N,
R2674MHD60ODF5,5,54,64,N,
R1IZINEZQBQA1U,5,92,118,N,
RPUICC7J9ACCN,5,26,27,N,
R2QA2EMIWNB35F,5,20,26,N,
R1VCDXM6JRRO08,5,20,21,N,
R3W13C9A7QYF1Q,1,38,44,N,
RVCX8IJ41WR0V,3,25,35,N,
R1YBTZY92OWU69,3,24,38,N,
R2GPOM7EKV2YNZ,1,68,81,N,
RQGRY6POB20EW,3,14,22,N,
R21A3GJXH9ML7H,5,39,43,N,
R1ZVX7NSOKA5Q,4,31,41,N,
RC5MH3G3HUSZL,1,74,83,N,
R3VRTFWZFHJ36K,5,34,34,N,
R3R5F1A51R1BFL,1,73,80,N,
R3XC72O5FLNYI,1,129,143,N,
R20WTTOHK96FMV,5,21,27,N,
R2EFF4BNQC2SLC,5,42,47,N,
RP41OTESJZSSW,1,23,26,N,
RI66YXXAUQZXV,2,24,25,N,
R1T3EHGYVZEGK7,2,369,402,N,
R83MNHZYFDQ9I,5,26,28,N,
R2VGFI09W64S4U,4,35,45,N,
R3AM8X6VVM3Y80,5,84,89,N,
R1KS97Z0HCQBO5,5,15,22,N,
RDZLTS7MMPPPU,5,33,36,N,
R2Z532YD6XO2W8,5,109,113,N,
R3DH3Y41K89O03,5,28,30,N,
R1YBD49C7K51WR,1,22,33,N,
RYJXILTKR4RP8,5,95,107,N,
R2P17PQT3TZXEI,5,35,40,N,
RDJO8IK76V4WY,5,13,23,N,
R3RG62QG8LMAGW,3,21,32,N,
RGJWSNV4IUIQ4,5,37,39,N,
R3OEC4PT8YFZB,5,523,550,N,
R33Y7PWWFGCDKT,5,56,59,N,
R1H6MMJ6GDBN0B,5,17,21,N,
R11GONU13MH40J,5,64,65,N,
R3LYM99MFJ7C61,4,93,100,N,
R2ZVRMAGXI65FZ,5,63,65,N,
R3KKRXL6XEVHD0,5,19,20,N,
R3CK5FJ9T17BFX,1,24,30,N,
R2TPWWRJUR0JBB,5,26,27,N,
R16YTBBUGNXJM7,1,26,27,N,
RDPQX5VZTZRI7,4,487,500,N,
R27A4AMEKVC4Y8,2,58,71,N,
R250TTAIHO7KR,1,21,29,N,
R3VRYX0HSECIPA,5,31,37,N,
R25BB7KBLEWMYL,5,27,28,N,
R1HXDBE8GKZJ84,4,26,28,N,
R1TUC8F9VV4FXF,5,36,36,N,
RG86VESRDVBZS,5,34,41,N,
R2OYXNTTZOEMS5,5,38,41,N,
R123SJLWYC2WQ5,4,24,26,N,
RPZK6X6KLRR9A,2,24,30,N,
R30P6ULR5TV570,1,30,31,N,
RL1VC1MDMYUFE,5,18,20,N,
R2F140XJ3FO9O5,3,153,162,N,
R28D56A28NPUU8,5,51,55,N,
RL3IA0LT5E61L,3,18,23,N,
R37OCTFKC8G8HV,1,30,33,N,
R1XNR5LT7YLHJ9,4,17,21,N,
R1ZY7YPSMRHH04,5,54,61,N,
R1HIG6U3MWU4VC,1,19,27,N,
R1BNS3EP26166C,5,20,29,N,
R3HKX22WBZ5DGL,5,32,34,N,
R1DUEFBX315DI6,5,34,36,N,
R1PMWYRQYJU8FB,3,17,20,N,
R2KP62CJCZTRNL,1,31,31,N,
R1TL2KV147V798,5,29,29,N,
R1OAWBFGNDQ98M,1,17,21,N,
R24MMKX1IQPEPG,5,21,31,N,
R1FKMM1AVT972C,4,14,21,N,
R6FJP5JJDKTEY,5,78,87,N,
R3RDHZ28R4GC9Q,1,23,35,N,
R2VAAWAO2TBF15,1,77,78,N,
R3F3OB2C9E1JLZ,5,24,28,N,
R2G2RPLRHTT4AA,4,33,34,N,
R2P8K2NP6267TR,5,22,25,N,
R1VDHP5J5N6PS2,5,19,21,N,
R1ZKB65RD5FJXK,5,193,213,N,
R2ENRLIDMMXKLW,5,25,26,N,
R1Y2HL4HNDEAFR,5,1410,1515,N,
R2AFN9833MF0MO,5,24,26,N,
R2KDXKKTLZM8K6,4,103,118,N,
ROUORRJHQCED4,5,24,25,N,
RXTTLS2GD10HZ,5,263,276,N,
ROHM8MPZXG52R,3,14,23,N,
R1L592GBSIE4G,5,22,23,N,
R1I55NE56FYTI,4,34,41,N,
R3R4Q5VY8GTM9Z,2,12,21,N,
R2X90TAASKG44R,1,67,90,N,
R7UYY3W9TD6LT,5,26,27,N,
R1MD88KFC6U64T,5,156,171,N,
R31HFTO7Z13Z8N,1,64,73,N,
R2DTLZY9PIJLFA,5,25,26,N,
R1N4AGRAPO0QKS,1,20,23,N,
R23XOAH5CHYDB8,3,24,30,N,
R21A8VFMZF9HKB,3,22,22,N,
R1O7H1CGLH69MI,5,24,26,N,
R1STBHW3VHSSVX,5,21,26,N,
R2NVI4K3J2SRJ9,5,73,81,N,
R1GTN4296VRG6I,1,18,26,N,
R2W4BEO9EA4W0,4,36,40,N,
RHT8X2HZ5QTF4,5,26,30,N,
R8VE96SNV3SAU,1,35,43,N,
R329G5ZBKFMB6D,4,30,31,N,
R14LKWVRVZIBKY,1,45,46,N,
R2SU4MAMFO3WJ4,2,87,97,N,
R1SGKCHWZCCL3K,5,73,85,N,
R3MTF5LDTULPJX,4,19,20,N,
R2TUC4HZT5D1M9,5,21,27,N,
RTK7LB5C0DXYH,2,58,60,N,
R3HRNVGIN3WG97,4,14,20,N,
R3G4E97DVJ0921,1,70,75,N,
R3KABZCT6W3QYG,5,26,29,N,
R1H2UQY2NP858O,4,144,157,N,
R2RCNTPB3OG8ES,4,20,30,N,
RW8V1AKLGW9X9,3,56,61,N,
RMR7LSG9DWROP,1,39,46,N,
R11X9Y8MHN1D0C,4,114,119,N,
RPUZ78QHFV6MS,5,35,36,N,
R2S2U40BO7XLFJ,5,17,21,N,
RY3SPICHW6TCU,4,76,80,N,
R3TT53ESE912UR,1,16,20,N,
R2HOTYHNF5PQN2,1,33,37,N,
R148A21W4FY85V,4,26,33,N,
R1Y0ULHQA43ZA7,5,38,47,N,
R14ZJD1V3KMLOS,2,22,27,N,
RLH9FJHHT0U7M,1,32,45,N,
R19U6ARWQQXFWE,2,61,62,N,
R23DSG6ST1GPNT,5,45,61,N,
R1KCT3GS2ZOCSM,2,21,22,N,
R2F4G4SFENOTF2,4,16,22,N,
R2Y9ZZFYPV55M5,2,52,58,N,
R1FI8E9GQOIITZ,3,26,39,N,
R2WLH5AM5XBLRB,5,119,124,N,
R9TX8ZYXXZAOR,5,51,53,N,
R1RBJ4SZX10MN3,3,33,43,N,
R1PRDKGICG9AV7,1,116,122,N,
R2N9YS6O6BU922,2,25,46,N,
R2SSZMINKGTIX4,1,77,86,N,
R1BJYC3JMBTTNW,5,203,219,N,
R27INVIYQ8TA2,5,140,141,N,
R2SOZAYFNO7ZBM,1,26,26,N,
R3SQNNQ280CU3I,4,50,54,N,
R1SCZ9273H4RNX,5,19,23,N,
RU66E3HTJA5RO,3,127,129,N,
R30QX1K5C2TBYW,5,131,137,N,
R3HP5S478IJ8WQ,3,30,31,N,
R2IS3DIRHPF266,5,37,38,N,
R1JLSMSVW7EN2N,5,24,26,N,
R25U4DJ7OLIOQM,1,22,26,N,
R1O4STOX1GQYE1,3,34,37,N,
R3HV8JBW5IR2U4,3,62,74,N,
R1T80JF407HAQ3,4,63,67,N,
R11Q92CA1VA4XX,4,99,101,N,
R47I00OPJH9I2,5,68,71,N,
R1U99EZV9QOTED,1,23,28,N,
R2YTS7HO529X8K,1,22,23,N,
R1I6BIFFRWYPQR,5,18,20,N,
RKQGJRT8E2RV5,5,41,42,N,
R1LYJJQ29CWP2T,4,36,39,N,
R2AQ3WF2TMD4BX,3,18,24,N,
R3DZTXCQL9H809,4,171,178,N,
R1KG097CP55913,4,71,80,N,
R2F9T6OR711AWU,1,25,27,N,
R2BEIYE7BUEW50,1,42,47,N,
RD9W77K6VJVOU,5,86,88,N,
REES50JE43NU7,3,24,27,N,
R1T8LQU33284T0,2,25,31,N,
RGVL9EO5B9NWM,5,20,20,N,
RF30YZDNDBCGK,1,14,21,N,
R1MLFS6NJX02WA,2,53,59,N,
R1C9IJ7SV8GRJ3,5,55,62,N,
R11RCO7MD2JQ5V,1,15,21,N,
R351NO6YWO39OM,5,21,25,N,
R2SXWV35NKHJBV,4,22,24,N,
R3G3914PPUVWUE,5,37,39,N,
R1WYDZERH3MDOK,5,21,23,N,
R1INJRV1CA0GCX,5,41,49,N,
RX9UKOMM0OPCH,4,41,46,N,
R3C8BBSXSJ6VEZ,3,47,53,N,
RUYKCJM056OJ4,5,70,76,N,
RT99L2ZIY0WF7,5,30,32,N,
R9OTNVZ5C1VPC,5,60,67,N,
R1TLJUEDOVTSNX,5,83,97,N,
R3AEFAD2IZDNF9,5,22,31,N,
R1G51U01QX4WOC,5,38,43,N,
RUW2A2YX0UHMR,5,51,54,N,
R3778OTM16DY9O,5,78,102,N,
R3FL0674ZTRPAS,2,32,38,N,
R17OOVI4BLIL96,5,17,21,N,
R1DPF3SQCTKQUN,5,38,41,N,
RS73AIQQQE8VS,2,20,21,N,
R9GFXTFNBJRM7,5,21,25,N,
R2OERCKBQNCUNV,4,26,28,N,
R3O1ND47W908EE,5,54,61,N,
R2YBPTPAWQR39R,1,17,20,N,
R5P5LSZCD5429,3,29,40,N,
R237CSMI3IV3D,1,17,21,N,
R15Z8M59AMNMM8,3,53,55,N,
R3RXXBR6V9B9SK,4,41,51,N,
R2Q9S2XUOFRLRE,3,29,30,N,
R332FWFAKR5NK9,4,27,30,N,
R1I6PTPS4SOZ67,2,397,419,N,
R1CJPH06187RMA,2,20,23,N,
R1JY8NMCZZPM3Q,5,27,29,N,
R1V0BH95SYXZ1H,5,101,104,N,
R9TU47IJSPH1J,1,379,402,N,
RWMCJ92CL4WH8,5,21,29,N,
R25CC08JLCDHPR,5,35,42,N,
R26124R67W8MSW,3,26,31,N,
RWZ9TFSDXIGO1,5,231,240,N,
R2E3NZSV68HGCE,5,189,216,N,
R1FCGHJKT4LIS9,1,20,30,N,
R3M551JE4UT3NI,2,48,58,N,
RGK1G7B3R3UPT,1,20,21,N,
RMZIPV3Y5RT3T,5,36,36,N,
RWH8B5OAALM8U,5,21,21,N,
RRVO516H5VTE9,4,33,35,N,
R2SM1YYC3DLB6J,3,20,21,N,
RJB3CF5CN4FP0,4,34,35,N,
R126306KSMXXKL,5,105,121,N,
R2P0W05VOEOMN3,5,27,28,N,
RSU7JZR90C6SR,5,27,38,N,
R772QZUWYKYK2,5,54,61,N,
R1CJIRDT3ZV8KX,5,23,24,N,
R2OJLRAY8GDMG3,1,25,27,N,
R3Q4L5CIL76RRO,5,30,37,N,
R3HK5AD60PI93A,5,29,31,N,
R5FLZTFJQZ4Z4,4,144,150,N,
ROARSYIVEVQRS,2,15,21,N,
R2YAPJ0QOSD0NP,1,20,27,N,
R1KDWPE2V8FVJF,1,33,36,N,
R1AK9X01F63MC6,2,41,49,N,
R2U9H6HQ8WC6FZ,1,99,111,N,
R2O74M2I8FPFJE,5,40,44,N,
R2H8JDF032QHBZ,5,55,56,N,
R3Q19AHQSFF71A,3,23,25,N,
R33D8HWOHAMWY5,5,22,24,N,
R1A2T0L5FFDI7R,5,128,141,N,
R2CHCD7OC3WVHW,5,93,108,N,
R67VTFBSOZ1PQ,3,18,23,N,
R3PD54HS1OJB34,5,146,152,N,
R3FYA5TX7PDEWS,4,34,35,N,
R29IP51SIH52MA,4,35,44,N,
R18QWQCOX2MQ0C,5,23,28,N,
R3SY9R88H2EICB,3,26,30,N,
RXS79ECZPUYK4,3,19,28,N,
R309P2GB3X1L6Z,5,36,37,N,
R2MI3V2K5PNQRL,3,26,31,N,
R3MRCSU1ZCUQ2R,1,21,23,N,
R34215D1YAMEK0,5,53,63,N,
RVTE9HQE8XQX5,3,63,78,N,
R2JI0OBLDF3WE1,3,18,23,N,
R2C654KHC5MHX9,1,24,27,N,
R3GFAH6PEXZGI8,5,21,26,N,
RLT389X52NUMF,4,43,43,N,
R3812UU8DGOY7G,5,38,38,N,
R14Y7GVTYHQROK,2,35,38,N,
R2NE4QA6WS27T,1,28,29,N,
R2Z5PC0FGG8IYA,1,20,20,N,
R1L4U2MNDAK3J4,4,115,130,N,
R2LV44EW14JHMY,4,21,23,N,
R1H33A3MMNCTUK,3,47,49,N,
R3U9SYWTGT6B2K,5,33,33,N,
R5V5QQK273LHC,5,19,21,N,
R2GC0H5NWFW9TO,5,20,24,N,
R1K0O2WMPWQDSH,5,19,23,N,
R2022N3QXJ3JCX,5,580,670,N,
ROVXJ4CT8NRX,1,17,21,N,
R2XP7WWSUJ3M1X,5,82,82,N,
R33CIK7M99KW27,2,47,54,N,
R27P9RZKXVE932,1,18,22,N,
R3CGXIYTMEQVGA,1,50,54,N,
R3JH95OHSEYTD3,5,61,67,N,
R2TIMUXSMU5JAP,2,19,23,N,
R32VXAXZKW1K2X,1,44,62,N,
R2JNM6K3JUK1GZ,5,51,55,N,
R2EIZ18HJTBOE4,2,32,38,N,
R31SQRE8BZUHNI,5,20,26,N,
R2382KBLASKT8L,5,204,214,N,
R3R8QAYSQJ0YLQ,1,29,29,N,
R3FDKJPISP3ZS6,5,22,26,N,
R3SYARJM0OZYDV,5,46,47,N,
R11OKEW8J3P1JJ,4,19,25,N,
R1DXRHHHKYEPSA,5,51,56,N,
R29RUFMJQTTEB4,5,22,28,N,
R1HV4NL9EFYHKA,5,92,93,N,
R1W8RHZEC963I7,4,16,20,N,
RFFAVRKC11DCK,1,27,30,N,
R3QS7YPWDXQHPT,1,42,46,N,
R29LLSNH32QRPH,5,92,96,N,
R134DFLL6NN2CB,1,31,35,N,
R1Y2ZAS8P18CN,1,87,96,N,
R3NGPWNO8S7NKT,1,18,24,N,
R33SSJXLD3Z3H4,4,59,61,N,
R30BAGBR13X8NS,1,50,51,N,
R177QT1PNI3D3O,5,153,159,N,
R3P6S982Z7TOHU,1,39,48,N,
R1W4GHYL8LD7AO,4,97,111,N,
R1FK3G8XHUVR3B,5,20,23,N,
R2YDEO0XMZUHF4,5,38,46,N,
R2K8EZM4UAQ1UQ,5,22,24,N,
R12J2PB7O17LK9,5,25,30,N,
R3MOCZKAWA67VV,5,27,28,N,
R3DOG0KYOGKVW0,1,77,97,N,
RWMYW1TKC8XYM,4,53,56,N,
RU01BR1MMQAZ,4,22,26,N,
RGDLMBC824T8C,1,25,27,N,
R1I1N2QLCDW5MT,4,49,50,N,
R18WQPMCQ8Q8MO,5,20,21,N,
R2X7BK9INZWSME,5,51,54,N,
RMJJVTF5MMY59,5,101,108,N,
R2R2F5VJJH73MX,3,129,133,N,
RKSO2NWDRDOIC,1,37,46,N,
R3BQPSFTWXM7VW,5,24,27,N,
RRVMAEPN3468N,2,18,20,N,
R2P14GQSM4YE7I,5,67,70,N,
R1ALDHH8Z1IFSI,1,34,42,N,
R1JXU3ORHMLD1Q,5,470,483,N,
RJBYTKK44CVM8,1,26,28,N,
R1CC1JXTQ8DIUK,4,19,21,N,
R1OJYW8M38636V,5,29,36,N,
R12278WZIM0NZN,1,26,30,N,
R3LTO4GUFW2XL1,5,76,80,N,
R3OJNBHIW907Q1,3,26,27,N,
R3CFPOPXTUGNIG,5,41,43,N,
R1VD6MU83MONLI,2,24,31,N,
RAW5X9KYKTFR2,2,21,22,N,
R13QC3ZU0RMHBB,1,162,170,N,
R2EFZEWARI6PV3,1,27,31,N,
R74673B7V8TZ9,1,44,46,N,
RPL7I5RQNXZD8,4,27,32,N,
R116J0TZDKWVR7,5,20,22,N,
R3GJIT6K8C3XK2,5,24,25,N,
R2C80FMZPKED2K,1,69,72,N,
R2HNY1LYU2R3J8,5,190,191,N,
R3SG0D0BXTFK0G,2,96,103,N,
RIEY4WOR2MP9B,5,21,22,N,
R2GDP54EAW0T2B,1,42,64,N,
RPWDCYVD19DMN,5,80,87,N,
R3AIX3C8SZVMMG,4,66,69,N,
R27CQFG3M6V55E,5,181,187,N,
R1UT66MB0RNGE1,5,21,24,N,
R3VNX1GIDQ6RAW,5,39,41,N,
R1MMHQTW407WQ0,5,25,34,N,
RFCKKQG1F0NDQ,4,326,335,N,
R1OMVSGISWHTAO,4,33,37,N,
R32M566XLZBV75,4,22,25,N,
R28JXVUU2EFONV,2,100,110,N,
R2NZJHNCN9CE7Y,3,29,35,N,
R3MW0LKHX47HW2,5,22,26,N,
R3B6V5A0UBECNO,2,56,64,N,
R3KALTHP4JYYAY,5,25,26,N,
R3M74I3YETVXEY,3,17,21,N,
R1NM63EV7YQMOF,3,20,20,N,
R3347XAQ7QPRJX,3,108,121,N,
R19PFO8XFBXR8T,5,38,44,N,
R2G58PMOHJF1RE,1,81,106,N,
R2Y9G7VFU1BHF5,2,34,36,N,
RD8P5JT4ZRLUJ,4,48,65,N,
R1LMLLMKBUYJQ4,5,43,51,N,
R4OLCUXPPKOP,1,17,21,N,
R22043N34U88H6,5,27,33,N,
RU035TKDDWU5F,4,96,103,N,
R2XI2130HULZCZ,2,17,20,N,
R1OKXGAO02IDT6,3,23,24,N,
